CustomerKey,FirstName,LastName,MaritalStatus,Gender,YearlyIncome,Education,Occupation,City,StateProvince,Country,NumberOfOrders,TotalQuantity,TotalAmount
11802,Madison,Taylor,M,F,"$60,000.00 ",Graduate Degree,Professional,Oak Bay,British Columbia,Canada,12,12,$215.29 
11803,Jan,Hernandez,S,F,"$60,000.00 ",Graduate Degree,Professional,Olympia,Washington,United States,6,6,$229.95 
11804,Haley,Turner,M,F,"$60,000.00 ",Graduate Degree,Professional,Redmond,Washington,United States,5,5,$133.96 
11805,Richard,Green,M,M,"$70,000.00 ",Graduate Degree,Professional,Beverly Hills,California,United States,4,4,$128.97 
11806,Jennifer,Stewart,M,F,"$70,000.00 ",Graduate Degree,Professional,Burlingame,California,United States,4,4,$96.27 
11807,Lucas,Baker,M,M,"$70,000.00 ",Graduate Degree,Professional,National City,California,United States,5,5,$153.46 
11808,James,Parker,M,M,"$60,000.00 ",Graduate Degree,Professional,N. Vancouver,British Columbia,Canada,14,14,$610.19 
11809,Juan,Gray,M,M,"$60,000.00 ",Bachelors,Skilled Manual,Beverly Hills,California,United States,4,4,"$5,929.23 "
11810,Antonio,Washington,S,M,"$40,000.00 ",Bachelors,Professional,Bremerton,Washington,United States,5,5,"$5,973.24 "
11811,Abigail,Brooks,S,F,"$40,000.00 ",Bachelors,Professional,Colma,California,United States,2,2,"$5,898.26 "
11812,Andrew,Rodriguez,M,M,"$40,000.00 ",Bachelors,Professional,Walla Walla,Washington,United States,3,3,"$5,900.55 "
11813,Mary,Patterson,M,F,"$40,000.00 ",Bachelors,Professional,W. Linn,Oregon,United States,3,3,"$5,953.25 "
11814,Dalton,Morgan,M,M,"$60,000.00 ",Graduate Degree,Professional,Lake Oswego,Oregon,United States,5,5,$101.26 
11815,Hannah,Patterson,M,F,"$70,000.00 ",Graduate Degree,Professional,Tacoma,Washington,United States,5,5,"$5,948.24 "
11816,Joe,Torres,M,M,"$70,000.00 ",Graduate Degree,Professional,Beverly Hills,California,United States,3,3,"$5,933.25 "
11817,Morgan,Miller,S,F,"$70,000.00 ",Graduate Degree,Professional,Colma,California,United States,2,2,"$5,898.26 "
11818,Daniel,Garcia,M,M,"$70,000.00 ",Graduate Degree,Professional,Coronado,California,United States,5,5,"$5,954.22 "
11819,Jose,Lal,M,M,"$70,000.00 ",Bachelors,Skilled Manual,Everett,Washington,United States,4,4,$96.27 
11820,Katelyn,Lopez,M,F,"$60,000.00 ",Graduate Degree,Professional,Victoria,British Columbia,Canada,10,10,$232.71 
11821,Austin,Johnson,M,M,"$60,000.00 ",Graduate Degree,Professional,Beverly Hills,California,United States,7,7,$151.43 
11822,Rohinton,Wadia,M,F,"$60,000.00 ",Graduate Degree,Professional,Lincoln Acres,California,United States,3,3,$87.28 
11823,Morgan,Turner,M,F,"$70,000.00 ",Graduate Degree,Professional,Metchosin,British Columbia,Canada,16,16,$262.42 
11824,Jill,Martin,M,F,"$70,000.00 ",Graduate Degree,Professional,Newton,British Columbia,Canada,11,11,$240.01 
11825,Aimee,She,S,F,"$70,000.00 ",Graduate Degree,Professional,Bellflower,California,United States,3,3,"$5,900.55 "
11826,Jessie,Alonso,M,F,"$70,000.00 ",Graduate Degree,Professional,Beverly Hills,California,United States,2,2,"$5,898.26 "
11827,Sara,Baker,M,F,"$60,000.00 ",Graduate Degree,Professional,Newton,British Columbia,Canada,15,15,$512.47 
11828,Katherine,Martinez,M,F,"$70,000.00 ",Graduate Degree,Professional,Milwaukie,Oregon,United States,3,3,$93.98 
11829,Sophia,Campbell,M,F,"$70,000.00 ",Graduate Degree,Professional,Seattle,Washington,United States,6,6,$130.94 
11830,Taylor,Garcia,M,F,"$80,000.00 ",Graduate Degree,Professional,Lincoln Acres,California,United States,4,4,"$5,930.23 "
11831,Christian,Ross,M,M,"$80,000.00 ",Graduate Degree,Professional,San Carlos,California,United States,3,3,"$5,933.25 "
11832,Zoe,Murphy,S,F,"$40,000.00 ",Bachelors,Professional,Walla Walla,Washington,United States,4,4,$124.97 
11833,Oscar,Price,M,M,"$80,000.00 ",Bachelors,Skilled Manual,Oak Bay,British Columbia,Canada,11,11,$240.01 
11834,Fernando,Flores,S,M,"$80,000.00 ",Bachelors,Skilled Manual,Mill Valley,California,United States,3,3,"$5,908.25 "
11835,Elijah,Russell,S,M,"$80,000.00 ",Bachelors,Skilled Manual,Metchosin,British Columbia,Canada,7,7,"$4,772.30 "
11836,Garrett,Travers,M,M,"$80,000.00 ",Bachelors,Skilled Manual,Everett,Washington,United States,2,2,$69.99 
11837,Haley,Alexander,S,F,"$80,000.00 ",Bachelors,Skilled Manual,San Francisco,California,United States,5,5,"$5,923.23 "
11838,Justin,Rodriguez,S,M,"$80,000.00 ",Bachelors,Skilled Manual,Beaverton,Oregon,United States,6,6,$135.21 
11839,Tyler,Brown,S,M,"$60,000.00 ",Graduate Degree,Professional,Santa Monica,California,United States,4,4,"$5,955.23 "
11840,Julian,Patterson,M,M,"$60,000.00 ",Graduate Degree,Professional,Lincoln Acres,California,United States,3,3,$87.28 
11841,Sean,Nelson,M,M,"$40,000.00 ",Bachelors,Professional,Langley,British Columbia,Canada,13,13,$307.97 
11842,Justin,Wilson,S,M,"$50,000.00 ",Bachelors,Skilled Manual,Olympia,Washington,United States,4,4,$98.97 
11843,Christy,Nara,S,F,"$50,000.00 ",Bachelors,Skilled Manual,Beaverton,Oregon,United States,5,5,$116.76 
11844,Michele,Alvarez,S,F,"$50,000.00 ",Bachelors,Skilled Manual,Chula Vista,California,United States,4,4,$124.97 
11845,Natalie,Jones,S,F,"$30,000.00 ",High School,Skilled Manual,Shawnee,British Columbia,Canada,11,11,$197.20 
11846,Savannah,Reed,S,F,"$50,000.00 ",Bachelors,Skilled Manual,Long Beach,California,United States,2,2,$84.99 
11847,Cassidy,Diaz,S,F,"$50,000.00 ",Bachelors,Skilled Manual,Portland,Oregon,United States,4,4,$124.97 
11848,Joshua,Lewis,M,M,"$50,000.00 ",Bachelors,Skilled Manual,Yakima,Washington,United States,4,4,$92.27 
11849,Faith,Reed,S,F,"$50,000.00 ",Bachelors,Skilled Manual,La Jolla,California,United States,5,5,$257.97 
11850,Brooke,Ramirez,S,F,"$50,000.00 ",Bachelors,Skilled Manual,Novato,California,United States,5,5,$149.46 
11851,Jada,Mitchell,S,F,"$60,000.00 ",Bachelors,Professional,Concord,California,United States,2,2,$84.99 
11852,Kyle,Russell,S,M,"$60,000.00 ",Bachelors,Professional,Lakewood,California,United States,4,4,$124.97 
11853,Grace,Jones,S,F,"$60,000.00 ",Bachelors,Professional,Concord,California,United States,3,3,$89.98 
11854,Jason,Mitchell,S,M,"$60,000.00 ",Graduate Degree,Professional,West Covina,California,United States,8,8,"$5,985.20 "
11855,Christian,Walker,M,M,"$60,000.00 ",Bachelors,Professional,Burlingame,California,United States,3,3,$89.98 
11856,Seth,Hernandez,M,M,"$60,000.00 ",Graduate Degree,Professional,Corvallis,Oregon,United States,5,5,$133.96 
11857,Isabella,Young,S,F,"$60,000.00 ",Graduate Degree,Professional,Edmonds,Washington,United States,4,4,$124.97 
11858,Jordan,Coleman,M,M,"$40,000.00 ",High School,Skilled Manual,San Gabriel,California,United States,2,2,$84.99 
11859,Blake,Garcia,M,M,"$70,000.00 ",Partial College,Skilled Manual,Olympia,Washington,United States,3,3,$72.28 
11860,Nicole,Walker,M,F,"$70,000.00 ",Partial College,Skilled Manual,National City,California,United States,2,2,$69.99 
11861,Katherine,Carter,M,F,"$70,000.00 ",Partial College,Skilled Manual,Westminster,British Columbia,Canada,13,13,$286.30 
11862,Olivia,Peterson,S,F,"$40,000.00 ",High School,Skilled Manual,Everett,Washington,United States,5,5,$209.23 
11863,Jessica,Wood,M,F,"$60,000.00 ",Partial College,Skilled Manual,Sedro Woolley,Washington,United States,3,3,$47.94 
11864,Elizabeth,Thompson,M,F,"$60,000.00 ",Partial College,Skilled Manual,Tacoma,Washington,United States,3,3,$47.94 
11865,Chloe,Rivera,M,F,"$60,000.00 ",Partial College,Skilled Manual,National City,California,United States,4,4,$114.92 
11866,Lucas,Scott,M,M,"$60,000.00 ",Partial College,Skilled Manual,Glendale,California,United States,2,2,$42.95 
11867,Nathaniel,James,M,M,"$40,000.00 ",High School,Skilled Manual,National City,California,United States,4,4,$82.93 
11868,Jessica,Peterson,S,F,"$70,000.00 ",Partial College,Skilled Manual,Vancouver,British Columbia,Canada,11,11,$247.01 
11869,Kaitlyn,Adams,S,F,"$70,000.00 ",Partial College,Skilled Manual,Westminster,British Columbia,Canada,14,14,$269.08 
11870,Jillian,Garcia,S,F,"$70,000.00 ",Partial College,Skilled Manual,Burien,Washington,United States,5,5,$242.27 
11871,Dalton,Bennett,S,M,"$70,000.00 ",Partial College,Skilled Manual,Lynnwood,Washington,United States,2,2,$69.99 
11872,Faith,Patterson,S,F,"$60,000.00 ",Graduate Degree,Professional,Glendale,California,United States,5,5,"$5,948.24 "
11873,Ryan,Zhang,M,M,"$60,000.00 ",Graduate Degree,Professional,Spring Valley,California,United States,5,5,"$5,923.23 "
11874,Adrian,Bell,S,M,"$60,000.00 ",Bachelors,Professional,Woodland Hills,California,United States,5,5,$72.21 
11875,Jonathan,Brown,M,M,"$60,000.00 ",Partial College,Skilled Manual,Langford,British Columbia,Canada,11,11,$292.70 
11876,Madison,White,M,F,"$60,000.00 ",Partial College,Skilled Manual,Oakland,California,United States,4,4,$82.93 
11877,Alexis,Diaz,M,F,"$60,000.00 ",Partial College,Skilled Manual,Newport Beach,California,United States,2,2,$42.95 
11878,Christine,Nara,M,F,"$60,000.00 ",Partial College,Skilled Manual,Ballard,Washington,United States,4,4,$82.93 
11879,Edgar,Sai,M,M,"$60,000.00 ",Partial College,Skilled Manual,Beaverton,Oregon,United States,5,5,$107.42 
11880,Melissa,Sanchez,M,F,"$60,000.00 ",Partial College,Skilled Manual,Salem,Oregon,United States,4,4,$50.23 
11881,Richard,Mitchell,M,M,"$60,000.00 ",Bachelors,Professional,Grossmont,California,United States,7,7,$148.40 
11882,Patrick,Stewart,M,M,"$60,000.00 ",Bachelors,Professional,Seattle,Washington,United States,3,3,$47.94 
11883,Hannah,Anderson,M,F,"$70,000.00 ",Graduate Degree,Professional,Burien,Washington,United States,4,4,$77.27 
11884,Latoya,Shen,M,F,"$80,000.00 ",Graduate Degree,Professional,Ballard,Washington,United States,4,4,$109.97 
11885,Kurt,Sharma,M,M,"$80,000.00 ",Graduate Degree,Professional,Burlingame,California,United States,3,3,"$5,900.55 "
11886,Katelyn,Parker,M,F,"$60,000.00 ",Bachelors,Professional,Santa Monica,California,United States,4,4,"$5,897.53 "
11887,Joseph,White,M,M,"$60,000.00 ",Bachelors,Professional,Coronado,California,United States,4,4,$82.93 
11888,Aaron,Ross,M,M,"$60,000.00 ",Bachelors,Professional,Cliffside,British Columbia,Canada,3,3,"$2,376.96 "
11889,Blake,Patterson,S,M,"$60,000.00 ",Bachelors,Professional,Puyallup,Washington,United States,4,4,$50.23 
11890,Whitney,Lopez,M,F,"$70,000.00 ",Graduate Degree,Professional,Berkeley,California,United States,6,6,$130.44 
11891,Jamie,Liang,M,F,"$70,000.00 ",Graduate Degree,Professional,Beverly Hills,California,United States,4,4,$109.97 
11892,Julio,Ortega,M,M,"$90,000.00 ",Graduate Degree,Management,Rhodes,New South Wales,Australia,5,5,"$8,119.03 "
11893,Orlando,Carlson,M,M,"$90,000.00 ",Graduate Degree,Management,Sydney,New South Wales,Australia,5,5,"$8,123.03 "
11894,Ann,Gonzalez,M,F,"$100,000.00 ",Graduate Degree,Management,Hervey Bay,Queensland,Australia,9,9,"$8,223.00 "
11895,Dustin,Chander,M,M,"$100,000.00 ",Graduate Degree,Management,Gold Coast,Queensland,Australia,5,5,"$8,149.04 "
11896,Frank,Carlson,M,M,"$100,000.00 ",Graduate Degree,Management,Springwood,New South Wales,Australia,6,6,"$8,117.97 "
11897,Orlando,Ashe,S,M,"$60,000.00 ",Bachelors,Professional,South Melbourne,Victoria,Australia,6,6,"$8,203.02 "
11898,Angela,Henderson,M,F,"$80,000.00 ",Graduate Degree,Management,Brisbane,Queensland,Australia,6,6,"$8,179.03 "
11899,Brenda,Perez,S,F,"$80,000.00 ",Graduate Degree,Management,Melton,Victoria,Australia,7,7,"$8,189.50 "
11900,Byron,Carlson,S,M,"$90,000.00 ",Bachelors,Professional,Newcastle,New South Wales,Australia,7,7,"$8,257.01 "
11901,Stacy,Alvarez,S,F,"$60,000.00 ",Bachelors,Professional,Darlinghurst,New South Wales,Australia,7,7,"$8,248.01 "
11902,Drew,Pal,M,M,"$70,000.00 ",Bachelors,Professional,Malabar,New South Wales,Australia,6,6,$63.04 
11903,Kate,Raji,S,F,"$110,000.00 ",Graduate Degree,Management,Caloundra,Queensland,Australia,4,4,"$8,108.04 "
11904,Kaylee,Cook,S,F,"$110,000.00 ",Graduate Degree,Management,Geelong,Victoria,Australia,7,7,"$8,214.50 "
11905,Isaiah,Ramirez,S,M,"$110,000.00 ",Graduate Degree,Management,Hobart,Tasmania,Australia,7,7,"$8,155.98 "
11906,Gabriella,Sanders,M,F,"$80,000.00 ",Graduate Degree,Management,Brisbane,Queensland,Australia,7,7,"$8,151.00 "
11907,Sarah,Garcia,S,F,"$80,000.00 ",Graduate Degree,Management,Wollongong,New South Wales,Australia,5,5,"$8,135.33 "
11908,Rafael,Tang,S,M,"$80,000.00 ",Graduate Degree,Management,South Melbourne,Victoria,Australia,3,3,"$8,079.05 "
11909,Nichole,She,M,F,"$80,000.00 ",Graduate Degree,Management,Rockhampton,Queensland,Australia,7,7,"$8,105.31 "
11910,Jaclyn,Zheng,M,F,"$80,000.00 ",Graduate Degree,Management,Goulburn,New South Wales,Australia,5,5,"$8,113.03 "
11911,Rachael,Kapoor,M,F,"$80,000.00 ",Graduate Degree,Management,Geelong,Victoria,Australia,4,4,$62.46 
11912,Rachael,Sai,S,F,"$60,000.00 ",Bachelors,Professional,Townsville,Queensland,Australia,6,6,"$8,095.32 "
11913,Rebecca,Robinson,M,F,"$60,000.00 ",Bachelors,Professional,Seaford,Victoria,Australia,4,4,$41.26 
11914,Meagan,Rana,S,F,"$70,000.00 ",Bachelors,Professional,Port Macquarie,New South Wales,Australia,8,8,"$8,165.96 "
11915,Philip,Carlson,S,M,"$70,000.00 ",Bachelors,Professional,Port Macquarie,New South Wales,Australia,8,8,"$8,143.00 "
11916,Joe,Rana,S,M,"$70,000.00 ",Bachelors,Professional,Warrnambool,Victoria,Australia,7,7,"$8,178.51 "
11917,Roy,Sanz,S,M,"$70,000.00 ",Bachelors,Professional,Darlinghurst,New South Wales,Australia,6,6,"$8,121.33 "
11918,Kaylee,Hill,M,F,"$60,000.00 ",Bachelors,Professional,Coffs Harbour,New South Wales,Australia,8,8,"$8,204.99 "
11919,Warren,Andersen,M,M,"$60,000.00 ",Bachelors,Professional,Rockhampton,Queensland,Australia,8,8,"$8,171.52 "
11920,Adrienne,Gomez,S,F,"$60,000.00 ",Bachelors,Professional,Brisbane,Queensland,Australia,7,7,"$8,156.32 "
11921,Gilbert,Zhu,M,M,"$60,000.00 ",Bachelors,Professional,Cranbourne,Victoria,Australia,5,5,$63.24 
11922,James,Davis,S,M,"$90,000.00 ",Partial College,Skilled Manual,Victoria,British Columbia,Canada,12,12,$275.50 
11923,Sarah,Bryant,M,F,"$60,000.00 ",Partial College,Skilled Manual,National City,California,United States,2,2,$42.95 
11924,Ian,Long,S,M,"$60,000.00 ",Partial College,Skilled Manual,Novato,California,United States,5,5,"$5,897.23 "
11925,Ashlee,Jai,S,F,"$40,000.00 ",Partial College,Skilled Manual,Bellingham,Washington,United States,5,5,"$5,968.23 "
11926,Eduardo,Foster,S,M,"$40,000.00 ",Partial College,Skilled Manual,Oregon City,Oregon,United States,3,3,$47.94 
11927,Nicole,Murphy,S,F,"$40,000.00 ",Partial College,Skilled Manual,Sedro Woolley,Washington,United States,3,3,$51.94 
11928,Isabella,Morris,M,F,"$60,000.00 ",Partial College,Skilled Manual,El Cajon,California,United States,3,3,$47.94 
11929,Virginia,Gonzalez,S,F,"$30,000.00 ",Partial College,Clerical,St. Leonards,New South Wales,Australia,8,8,"$4,965.78 "
11930,Jaclyn,Nara,M,F,"$20,000.00 ",High School,Skilled Manual,North Sydney,New South Wales,Australia,5,5,"$5,035.81 "
11931,Marcus,Adams,S,M,"$70,000.00 ",Partial College,Skilled Manual,Palo Alto,California,United States,7,7,$234.44 
11932,Elizabeth,Coleman,M,F,"$70,000.00 ",Partial College,Skilled Manual,Santa Monica,California,United States,6,6,$136.25 
11933,Mathew,Rubio,S,M,"$40,000.00 ",Partial High School,Clerical,Bellingham,Washington,United States,3,3,"$5,933.26 "
11934,Justin,Shan,S,M,"$40,000.00 ",Partial High School,Clerical,Burien,Washington,United States,5,5,"$5,994.72 "
11935,Jessica,Taylor,S,F,"$30,000.00 ",Partial College,Skilled Manual,Lebanon,Oregon,United States,1,1,$35.00 
11936,Hunter,Clark,M,M,"$30,000.00 ",Partial College,Skilled Manual,Redmond,Washington,United States,3,3,$42.28 
11937,Devin,Perez,M,M,"$30,000.00 ",Partial College,Skilled Manual,Salem,Oregon,United States,4,4,"$5,888.24 "
11938,Seth,Alexander,M,M,"$60,000.00 ",Partial College,Skilled Manual,Daly City,California,United States,2,2,$42.95 
11939,Kevin,Washington,S,M,"$60,000.00 ",Partial College,Skilled Manual,Imperial Beach,California,United States,5,5,"$5,976.74 "
11940,Tyler,Miller,M,M,"$100,000.00 ",Bachelors,Management,Woodland Hills,California,United States,2,2,$69.99 
11941,Adam,Roberts,S,M,"$60,000.00 ",Partial College,Skilled Manual,Woodburn,Oregon,United States,5,5,$108.96 
11942,George,Gonzalez,M,M,"$20,000.00 ",Partial High School,Clerical,Newcastle,New South Wales,Australia,7,7,"$4,792.29 "
11943,Dawn,Huang,M,F,"$20,000.00 ",Partial High School,Clerical,Warrnambool,Victoria,Australia,7,7,"$4,734.29 "
11944,Rachael,Rodriguez,S,F,"$30,000.00 ",Partial College,Clerical,Silverwater,New South Wales,Australia,9,9,"$4,776.27 "
11945,Dennis,Huang,M,M,"$20,000.00 ",Partial College,Skilled Manual,Concord,California,United States,4,4,"$5,910.55 "
11946,Brandy,Saunders,S,F,"$30,000.00 ",High School,Skilled Manual,Sydney,New South Wales,Australia,5,5,"$4,697.31 "
11947,Jenny,Zheng,S,F,"$30,000.00 ",High School,Skilled Manual,Rhodes,New South Wales,Australia,6,6,"$4,747.30 "
11948,Tasha,Xu,M,F,"$30,000.00 ",High School,Skilled Manual,St. Leonards,New South Wales,Australia,4,4,$82.26 
11949,Julia,Brooks,S,F,"$70,000.00 ",Partial College,Skilled Manual,Torrance,California,United States,2,2,$69.99 
11950,Jordan,Carter,M,F,"$70,000.00 ",Partial College,Skilled Manual,Coronado,California,United States,4,4,$109.97 
11951,Lacey,Huang,M,F,"$40,000.00 ",Partial College,Skilled Manual,Melbourne,Victoria,Australia,8,8,$63.52 
11952,Dorothy,Robinson,S,M,"$80,000.00 ",Partial College,Skilled Manual,Geelong,Victoria,Australia,7,7,"$8,169.00 "
11953,Courtney,Wright,S,F,"$40,000.00 ",High School,Skilled Manual,Milwaukie,Oregon,United States,6,6,$65.25 
11954,Joseph,Garcia,M,M,"$60,000.00 ",Partial College,Skilled Manual,Glendale,California,United States,4,4,"$5,910.55 "
11955,Gabriel,Green,S,M,"$60,000.00 ",Partial College,Skilled Manual,Glendale,California,United States,3,3,"$5,953.25 "
11956,Alexandria,Sandberg,S,F,"$40,000.00 ",High School,Skilled Manual,Beverly Hills,California,United States,2,2,"$5,873.26 "
11957,Courtney,Hernandez,S,F,"$60,000.00 ",Partial College,Skilled Manual,Redmond,Washington,United States,6,6,$91.25 
11958,Dylan,Lal,S,M,"$70,000.00 ",Partial College,Professional,Bremerton,Washington,United States,5,5,$159.96 
11959,Elizabeth,Davis,S,F,"$70,000.00 ",Partial College,Professional,Lemon Grove,California,United States,4,4,$138.48 
11960,Ana,Griffin,S,F,"$70,000.00 ",Partial College,Professional,Redmond,Washington,United States,3,3,$74.98 
11961,Anne,Alvarez,S,F,"$70,000.00 ",Partial College,Professional,Berkeley,California,United States,3,3,$72.28 
11962,Alexandra,Roberts,S,F,"$60,000.00 ",Partial College,Professional,Bellflower,California,United States,4,4,$102.97 
11963,Antonio,Patterson,M,M,"$80,000.00 ",High School,Skilled Manual,Coffs Harbour,New South Wales,Australia,5,5,"$8,068.03 "
11964,Sharon,Salavaria,S,M,"$70,000.00 ",High School,Skilled Manual,East Brisbane,Queensland,Australia,6,6,"$8,173.53 "
11965,Katie,She,S,F,"$70,000.00 ",High School,Skilled Manual,Matraville,New South Wales,Australia,6,6,$118.74 
11966,Rafael,Black,S,M,"$70,000.00 ",High School,Skilled Manual,Bendigo,Victoria,Australia,4,4,$55.76 
11967,Latasha,Munoz,S,F,"$80,000.00 ",High School,Professional,Hervey Bay,Queensland,Australia,6,6,"$8,153.02 "
11968,Kelsey,Becker,S,F,"$130,000.00 ",Graduate Degree,Management,Milsons Point,New South Wales,Australia,3,3,"$8,079.05 "
11969,Randy,Xu,S,M,"$130,000.00 ",Graduate Degree,Management,Perth,South Australia,Australia,6,6,"$8,173.02 "
11970,Bailey,Collins,S,F,"$80,000.00 ",Bachelors,Management,W. Linn,Oregon,United States,4,4,$109.97 
11971,Amanda,Adams,S,F,"$80,000.00 ",Bachelors,Management,Fremont,California,United States,5,5,$134.46 
11972,Katherine,Williams,M,F,"$60,000.00 ",Partial College,Professional,Edmonds,Washington,United States,6,6,$65.25 
11973,Caroline,Barnes,S,F,"$60,000.00 ",Partial College,Professional,Renton,Washington,United States,5,5,$88.96 
11974,Randy,Sun,S,M,"$60,000.00 ",Partial College,Professional,Berkeley,California,United States,6,6,$113.45 
11975,Destiny,Garcia,S,F,"$60,000.00 ",High School,Professional,Chula Vista,California,United States,6,6,$208.96 
11976,Audrey,Ramos,S,F,"$120,000.00 ",Bachelors,Management,North Sydney,New South Wales,Australia,6,6,"$8,087.31 "
11977,Bonnie,Jai,M,F,"$130,000.00 ",Graduate Degree,Management,Newcastle,New South Wales,Australia,8,8,"$8,212.50 "
11978,Jackson,Washington,M,M,"$130,000.00 ",Graduate Degree,Management,Fremont,California,United States,3,3,$74.98 
11979,Christopher,Johnson,M,M,"$80,000.00 ",Partial High School,Skilled Manual,Victoria,British Columbia,Canada,8,8,"$4,813.76 "
11980,Kimberly,Richardson,S,F,"$60,000.00 ",High School,Professional,Santa Monica,California,United States,5,5,$108.46 
11981,Alexandria,Howard,S,F,"$60,000.00 ",High School,Professional,Everett,Washington,United States,6,6,$119.76 
11982,Alexandra,Foster,S,F,"$60,000.00 ",High School,Professional,San Diego,California,United States,5,5,$105.26 
11983,Cheryl,Ortega,M,F,"$70,000.00 ",Partial College,Professional,Bellflower,California,United States,2,2,"$5,873.26 "
11984,Alex,Campbell,M,M,"$80,000.00 ",Bachelors,Management,Oak Bay,British Columbia,Canada,6,6,"$4,730.32 "
11985,Melanie,Hughes,M,F,"$80,000.00 ",Bachelors,Management,Beaverton,Oregon,United States,3,3,$89.98 
11986,Max,Alvarez,S,M,"$70,000.00 ",Bachelors,Professional,Geelong,Victoria,Australia,11,11,"$8,245.23 "
11987,Diane,Vazquez,M,F,"$90,000.00 ",Bachelors,Professional,South Melbourne,Victoria,Australia,8,8,$279.23 
11988,Kathryn,Chapman,S,F,"$70,000.00 ",Partial College,Skilled Manual,Goulburn,New South Wales,Australia,6,6,"$8,078.02 "
11989,Kara,Anand,S,F,"$70,000.00 ",Partial College,Skilled Manual,Hawthorne,Queensland,Australia,5,5,"$8,139.53 "
11990,Joanna,Vazquez,S,F,"$70,000.00 ",Partial College,Skilled Manual,Newcastle,New South Wales,Australia,7,7,"$8,164.01 "
11991,Frederick,Martinez,M,M,"$60,000.00 ",Bachelors,Professional,Milsons Point,New South Wales,Australia,6,6,"$8,128.02 "
11992,Tonya,Chande,S,F,"$60,000.00 ",Partial College,Skilled Manual,Brisbane,Queensland,Australia,5,5,"$8,123.03 "
11993,Rosa,Wang,S,F,"$60,000.00 ",Partial College,Skilled Manual,Goulburn,New South Wales,Australia,7,7,"$8,131.32 "
11994,Leah,Hu,S,F,"$110,000.00 ",Graduate Degree,Management,Townsville,Queensland,Australia,5,5,"$8,169.03 "
11995,Kelvin,Carson,M,M,"$60,000.00 ",Partial College,Skilled Manual,Sunbury,Victoria,Australia,7,7,"$8,249.01 "
11996,Veronica,Srini,S,F,"$60,000.00 ",Partial College,Skilled Manual,Caloundra,Queensland,Australia,11,11,"$7,058.70 "
11997,Kristina,Kapoor,M,F,"$60,000.00 ",Partial College,Skilled Manual,Coffs Harbour,New South Wales,Australia,7,7,"$7,029.78 "
11998,Donna,Sharma,M,F,"$60,000.00 ",Partial College,Skilled Manual,Hawthorne,Queensland,Australia,7,7,"$6,962.10 "
11999,Johnny,Shan,M,M,"$60,000.00 ",Partial College,Skilled Manual,Newcastle,New South Wales,Australia,9,9,"$7,043.27 "
12000,Ashley,Russell,S,F,"$70,000.00 ",Bachelors,Professional,Caloundra,Queensland,Australia,8,8,"$8,183.00 "
12001,Shannon,Yang,S,F,"$80,000.00 ",Bachelors,Professional,Goulburn,New South Wales,Australia,7,7,"$8,113.01 "
12002,Adriana,Lopez,S,F,"$70,000.00 ",Bachelors,Professional,Lane Cove,New South Wales,Australia,6,6,"$8,145.33 "
12003,Audrey,Munoz,S,F,"$70,000.00 ",Bachelors,Professional,Hervey Bay,Queensland,Australia,8,8,"$8,256.50 "
12004,Jarrod,Suri,S,M,"$70,000.00 ",Bachelors,Professional,Melton,Victoria,Australia,4,4,"$8,114.04 "
12005,Gilbert,Shen,M,M,"$60,000.00 ",Partial College,Skilled Manual,Hawthorne,Queensland,Australia,6,6,"$6,984.81 "
12006,Richard,Blue,M,M,"$70,000.00 ",Partial College,Skilled Manual,Townsville,Queensland,Australia,6,6,$144.74 
12007,Shannon,Sun,M,F,"$60,000.00 ",Partial College,Skilled Manual,Brisbane,Queensland,Australia,8,8,"$7,023.78 "
12008,Sharon,Yuan,M,F,"$70,000.00 ",Partial College,Skilled Manual,Hervey Bay,Queensland,Australia,5,5,$80.25 
12009,Ann,Martinez,S,F,"$80,000.00 ",Partial College,Skilled Manual,North Ryde,New South Wales,Australia,7,7,"$8,195.50 "
12010,Max,Serrano,M,M,"$80,000.00 ",Partial College,Skilled Manual,Townsville,Queensland,Australia,8,8,"$8,203.50 "
12011,Morgan,Johnson,S,F,"$30,000.00 ",Partial College,Clerical,Bendigo,Victoria,Australia,6,6,"$4,735.81 "
12012,Monica,Schmidt,M,F,"$60,000.00 ",Partial College,Skilled Manual,Coffs Harbour,New South Wales,Australia,4,4,$73.96 
12013,Kayla,Lewis,S,F,"$30,000.00 ",Partial College,Clerical,Sunbury,Victoria,Australia,3,3,"$3,949.97 "
12014,Devin,Sanders,M,M,"$10,000.00 ",High School,Skilled Manual,Bendigo,Victoria,Australia,3,3,"$3,949.97 "
12015,Jacob,White,S,M,"$30,000.00 ",High School,Skilled Manual,Lincoln Acres,California,United States,3,3,$61.97 
12016,Meredith,Serrano,S,F,"$40,000.00 ",High School,Skilled Manual,Colma,California,United States,4,4,"$5,913.24 "
12017,David,Simmons,M,M,"$40,000.00 ",High School,Skilled Manual,Port Hammond,British Columbia,Canada,3,3,"$2,339.97 "
12018,Devin,Henderson,M,M,"$30,000.00 ",High School,Skilled Manual,San Diego,California,United States,6,6,"$6,011.74 "
12019,Gabrielle,Cox,S,F,"$30,000.00 ",High School,Skilled Manual,Torrance,California,United States,3,3,$74.98 
12020,Olivia,Rogers,M,F,"$30,000.00 ",High School,Skilled Manual,Port Hammond,British Columbia,Canada,3,3,$804.47 
